91
110
136
140
247
362
536
839
2499
2817
3215
3787
5365
10036
11561
13049
20375
31030
36890
52482
58840
59161
61695
70737
80559
84620
86588
87987
89349
91078
92733
94154
100663
104177
116189
128997
142007
145319
145314
145307
145299
145299
145299
145298
145297
145297
145295
